university_code,university_name,found_url,status,num_records,data_year,note
LHN,Trường Đại học Luật Hà Nội,https://diemthi.tuyensinh247.com/thong-tin-dai-hoc-luat-ha-noi-LPH.html,success,5,2026,Dữ liệu được trích xuất từ trang thông tin tuyển sinh 2026 của Trường Đại học Luật Hà Nội. Phương thức xét tuyển bao gồm cả học bạ nhưng ưu tiên hiển thị theo điểm thi THPT.
TBU,Trường Đại học Tây Bắc,https://diemthi.tuyensinh247.com/thong-tin-dai-hoc-tay-bac-TTB.html,success,31,2026,Dữ liệu được trích xuất đầy đủ từ trang thông tin tuyển sinh năm 2026 của trường Đại học Tây Bắc.
TDU,Trường Đại học Tây Nguyên,https://thi.tuyensinh247.com/thong-tin-tuyen-sinh-dai-hoc-tay-nguyen-2026-c24a89175.html,success,37,2026,Dữ liệu được trích xuất từ thông báo tuyển sinh năm 2026 của Trường Đại học Tây Nguyên. Các ngành đào tạo được liệt kê đầy đủ theo bảng chỉ tiêu dự kiến.
HAU,Trường Đại học Kiến trúc Hà Nội,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-kien-truc-ha-noi-KTA.html,success,29,2026,"Dữ liệu được trích xuất từ đề án tuyển sinh năm 2026 của Trường Đại học Kiến trúc Hà Nội. Các ngành có môn năng khiếu sử dụng phương thức kết hợp, các ngành còn lại sử dụng điểm thi THPT."
UAH,Trường Đại học Kiến trúc Thành phố Hồ Chí Minh,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-kien-truc-tphcm-KTS.html,success,22,2026,Danh sách ngành đào tạo năm 2026 của Trường Đại học Kiến trúc TPHCM đã được trích xuất đầy đủ từ đề án tuyển sinh. Chỉ tiêu cụ thể không được công bố chi tiết trong trang này.
DPH,Trường Đại học Phạm Văn Đồng,https://diemthi.tuyensinh247.com/thong-tin-dai-hoc-pham-van-dong-DPQ.html,success,14,2026,Dữ liệu được trích xuất từ trang thông tin tuyển sinh 2026 của trường Đại học Phạm Văn Đồng.
DQN,Trường Đại học Quy Nhơn,https://tuyensinh.qnu.edu.vn/,needs_deeper_crawl,0,2026,Trang chủ tuyển sinh cung cấp các thông báo tuyển sinh năm 2026 nhưng không liệt kê danh sách ngành trực tiếp dưới dạng bảng. Cần truy cập vào các thông báo chi tiết hoặc trang danh mục ngành để trích
TDTU,Trường Đại học Tôn Đức Thắng,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-ton-duc-thang-DTT.html,success,51,2026,Dữ liệu được trích xuất từ đề án tuyển sinh năm 2026 của trường Đại học Tôn Đức Thắng. Các ngành được liệt kê theo phương thức xét tuyển điểm thi THPT.
KTC,Trường Đại học Kinh tế - Tài chính Thành phố Hồ Chí Minh,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-kinh-te-tai-chinh-tphcm-UEF.html,success,42,2026,Danh sách ngành được trích xuất từ đề án tuyển sinh 2026 của UEF. Các chỉ tiêu và học phí không được cung cấp cụ thể trong trang.
UMT,Trường Đại học Quản lý và Công nghệ Thành phố Hồ Chí Minh,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-quan-ly-va-cong-nghe-tphcm-UMT.html,success,9,2025,Dữ liệu được trích xuất từ đề án tuyển sinh năm 2025 do trang chưa cập nhật chi tiết chỉ tiêu/học phí cho năm 2026.
VJD,Trường Đại học Việt Nhật - Đại học Quốc gia Hà Nội,https://vju.ac.vn/,success,9,2026,Danh sách ngành được trích xuất từ form đăng ký tư vấn tuyển sinh đại học năm 2026 trên website của trường.
EDU,Trường Đại học Giáo dục - Đại học Quốc gia Hà Nội,https://images.tuyensinh247.com/picture/2025/0206/dai-hoc-giao-duc-dhqghn.pdf,success,16,2025,Danh sách ngành dựa trên thông tin tuyển sinh năm 2025 của Trường Đại học Giáo dục - ĐHQGHN.
VHH,Trường Đại học Văn hóa Hà Nội,https://huc.edu.vn/,partial,12,2026,"Trang web liệt kê danh sách các ngành đào tạo nhưng không cung cấp chi tiết mã ngành, chỉ tiêu hay học phí cụ thể. Cần truy cập vào các link thông báo tuyển sinh chi tiết để có thông tin đầy đủ."
VNC,Nhạc viện Thành phố Hồ Chí Minh,https://diemthi.tuyensinh247.com/thong-tin-nhac-vien-tphcm-NVS.html,success,7,2026,"Dữ liệu được trích xuất từ trang thông tin tuyển sinh 2026. Các ngành tại Nhạc viện thường xét tuyển kết hợp giữa thi năng khiếu và xét tuyển văn hóa, tổ hợp môn không được liệt kê cụ thể trên trang."
DLA,Trường Đại học Kinh tế Công nghiệp Long An,https://thi.tuyensinh247.com/thong-tin-tuyen-sinh-dai-hoc-kinh-te-cong-nghiep-long-an-2026-c24a87853.html,success,9,2026,Dữ liệu được trích xuất từ thông tin tuyển sinh năm 2026 của trường Đại học Kinh tế Công nghiệp Long An.
DDT,Trường Đại học Duy Tân,https://diemthi.tuyensinh247.com/thong-tin-dai-hoc-duy-tan-DDT.html,success,85,2026,Danh sách ngành được trích xuất từ trang thông tin tuyển sinh 2026 của Đại học Duy Tân trên Tuyensinh247. Chỉ tiêu hiện tại đang để 0 do dữ liệu gốc chưa cập nhật con số cụ thể.
BTU,Trường Đại học Bình Dương,https://thi.tuyensinh247.com/thong-tin-tuyen-sinh-truong-dai-hoc-binh-duong-2026-c24a88518.html,success,18,2026,Danh sách ngành được trích xuất đầy đủ từ nội dung trang tuyển sinh 2026 của trường Đại học Bình Dương.
VUT,Trường Đại học Công nghệ Vạn Xuân,https://khoahoc.vietjack.com/tuyen-sinh/2402/ma-nganh-ma-xet-tuyen-dai-hoc-cong-nghe-van-xuan-2026,success,7,2026,"Dữ liệu ngành đào tạo năm 2026 được trích xuất từ trang VietJack. Học phí được tính dựa trên thông tin 8,5 triệu đồng/năm."
QSK,Trường Đại học Kinh tế - Luật - Đại học Quốc gia Thành phố Hồ Chí Minh,https://vnuhcm.edu.vn/,needs_deeper_crawl,0,2026,"Trang web cung cấp là cổng thông tin chung của ĐHQG-HCM, không chứa danh sách ngành chi tiết của Trường Đại học Kinh tế - Luật. Vui lòng truy cập trực tiếp vào website của trường (uel.edu.vn) để lấy t"
DDL,Trường Đại học Điện lực,https://giaoduc.net.vn/nam-2026-truong-dai-hoc-dien-luc-ap-dung-4-phuong-thuc-tuyen-sinh-cho-38-nganh-post258178.gd,partial,2,2026,"Trang tin chỉ liệt kê tên và chỉ tiêu của 2 ngành tiêu biểu (Công nghệ thông tin và Công nghệ kỹ thuật điện, điện tử) trong tổng số 38 ngành. Cần truy cập website tuyển sinh của trường để có danh sách"
YDH,Trường Đại học Y Dược - Đại học Huế,https://huemed-univ.edu.vn/,needs_deeper_crawl,0,2026,Trang chủ xác nhận trường có 10 ngành đào tạo đại học nhưng không liệt kê chi tiết danh sách ngành. Cần truy cập vào trang tuyển sinh hoặc danh mục ngành để lấy dữ liệu cụ thể.
DHA,Trường Đại học Luật - Đại học Huế,https://tuyensinh.hul.edu.vn/News/Detail/thong-tin-tuyen-sinh-dai-hoc-he-chinh-quy-nam-2026-cua-truong-dai-hoc-luat-dai-hoc-hue_20260331161546,partial,1,2026,"Trang thông tin chính thức năm 2026 chỉ đề cập ví dụ ngành Luật (7380101) và các phương thức xét tuyển chung, không liệt kê bảng danh sách đầy đủ các ngành đào tạo khác của trường."
YQD,Học viện Quân y,https://hocvienquany.vn/,needs_deeper_crawl,0,2026,"Trang chủ Học viện Quân y hiện tại chỉ cung cấp các thông tin chung về đào tạo và tin tức tuyển sinh, chưa liệt kê danh sách chi tiết các ngành đào tạo đại học chính quy. Cần truy cập vào các đường dẫ"
ANH,Học viện An ninh Nhân dân,https://thi.tuyensinh247.com/de-an-tuyen-sinh-hoc-vien-an-ninh-nhan-dan-nam-2025-c24a84402.html,success,3,2025,Dữ liệu được trích xuất từ đề án tuyển sinh năm 2025 của Học viện An ninh Nhân dân. Chỉ tiêu được liệt kê là tổng chỉ tiêu cho các phương thức xét tuyển (không bao gồm chỉ tiêu tuyển thẳng Phương thức
DQN,Trường Đại học Quy Nhơn,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-quy-nhon-DQN.html,success,53,2026,Dữ liệu được trích xuất từ đề án tuyển sinh năm 2026 của Trường Đại học Quy Nhơn. Các ngành đào tạo giáo viên không xét tuyển phương thức học bạ (PT2) và ĐGNL ĐHQG TP.HCM (PT3).
QSK,Trường Đại học Kinh tế - Luật - Đại học Quốc gia Thành phố Hồ Chí Minh,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-kinh-te-luat-tphcm-QSK.html,success,40,2026,Dữ liệu được trích xuất từ đề án tuyển sinh năm 2026 của trường Đại học Kinh tế - Luật (UEL). Các ngành sử dụng phương thức xét tuyển kết hợp.
DDL,Trường Đại học Điện lực,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-dien-luc-DDL.html,success,34,2026,"Dữ liệu được trích xuất từ đề án tuyển sinh năm 2026 của Trường Đại học Điện lực. Các phương thức xét tuyển bao gồm: Xét học bạ, Xét kết hợp, Xét điểm thi THPT và Xét tuyển thẳng."
YDH,Trường Đại học Y Dược - Đại học Huế,https://huemed-univ.edu.vn/,needs_deeper_crawl,0,2026,Trang chủ xác nhận trường có 10 ngành đào tạo đại học nhưng không liệt kê chi tiết tên ngành trong nội dung trang. Cần truy cập vào trang tuyển sinh hoặc danh mục ngành để lấy danh sách cụ thể.
DHA,Trường Đại học Luật - Đại học Huế,http://dkxt.hueuni.edu.vn/,needs_deeper_crawl,0,2026,"Trang web cung cấp là cổng đăng ký xét tuyển chung của Đại học Huế, không liệt kê danh sách ngành cụ thể của Trường Đại học Luật. Cần truy cập vào website chính thức của Trường Đại học Luật - Đại học "
YDH,Trường Đại học Y Dược - Đại học Huế,https://huemed-univ.edu.vn/,needs_deeper_crawl,0,2026,Trang chủ xác nhận trường có 10 ngành đào tạo đại học nhưng không liệt kê chi tiết danh sách ngành. Cần truy cập vào trang tuyển sinh hoặc danh mục ngành để lấy dữ liệu cụ thể.
DHA,Trường Đại học Luật - Đại học Huế,https://tuyensinh.hul.edu.vn/News/Detail/thong-tin-tuyen-sinh-dai-hoc-he-chinh-quy-nam-2025-cua-truong-dai-hoc-luat-dai-hoc-hue_20250428182518,partial,1,2025,Trang thông tin năm 2025 chỉ liệt kê ví dụ ngành Luật (7380101) mà không cung cấp bảng danh sách đầy đủ các ngành. Cần truy cập link thông tin tuyển sinh năm 2026 để có dữ liệu cập nhật nhất.
UET,"Trường Đại học Công nghệ, Đại học Quốc gia Hà Nội",https://diemthi.tuyensinh247.com/thong-tin-dai-hoc-cong-nghe-dai-hoc-quoc-gia-ha-noi-QHI.html,success,20,2026,Dữ liệu được trích xuất từ trang thông tin tuyển sinh 2026 của trường Đại học Công nghệ - ĐHQGHN.
VINUNI,Đại học VinUni,https://vinuni.edu.vn/,needs_deeper_crawl,0,2026,"Trang chủ VinUni cung cấp danh mục các trường thành viên (College of Business & Management, Engineering & Computer Science, Health Sciences, Arts & Sciences) nhưng không liệt kê chi tiết tên ngành cụ "
YHB,Trường Đại học Y Hà Nội,https://hmu.edu.vn/tin-tuc/6cc77ebb-5fdb-4c94-b338-a5956f43e85c/thong-bao-to-hop-xet-tuyen-chi-tieu-va-phuong-thuc-xet-tuyen-tuyen-sinh-dai-hoc-nam-2025,success,19,2025,Dữ liệu được trích xuất từ thông báo tuyển sinh năm 2025. Các link gợi ý chứa thông tin dự kiến cho năm 2026.
YTB,Trường Đại học Y Dược Thái Bình,https://tbump.edu.vn/,needs_deeper_crawl,0,2026,"Trang chủ hiện tại chỉ chứa các tin tức hoạt động và thông báo chung, không liệt kê danh sách ngành cụ thể. Cần truy cập vào cổng thông tin đào tạo hoặc link thông báo tuyển sinh chi tiết để trích xuấ"
YHP,Trường Đại học Y Dược Hải Phòng,https://huongnghiep.hocmai.vn/tuyen-sinh-2025-dai-hoc-y-duoc-hai-phong-ypb-cong-bo-de-an-tuyen-sinh-2025-7-nganh-4-phuong-thuc-chi-tieu-mo-rong,success,7,2025,Học phí được tính theo tháng (đơn vị: 100.000 đồng/tháng) và quy đổi sang triệu/năm (x10 tháng). Dữ liệu năm 2025.
